,position,ID0424-02-R05,ID0424-04-R05,ID0932-02-R04,ID0932-09-R01,ID1890-05-R04,ID1890-01-R05,ID1954-06-R05,ID1954-10-R05,ID2016-03-R05,ID2171-08-R03,ID2171-21-R05,ID4807-02-R05,ID4807-14-R03,ID5151-11-R04,ID5741-02-R03,ID5741-04-R01,ID6086-01-R04,ID6086-07-R03,ID6132-05-R01,ID6132-01-R01,ID6133-07-R03,ID6133-01-R05,ID6136-02-R05,ID6136-15-R04,ID6138-09-R04,ID6138-07-R03,ID6413-10-R05,ID6413-12-R05,ID6990-01-R05,ID6990-08-R03,ID7169-04-R05,ID7186-01-R01,ID7186-15-R03,ID7316-05-R05,ID8234-01-R05,ID8246-10-R03,ID8246-17-R05,ID8283-01-R04,ID8283-02-R04,ID8337-06-R03,ID8337-09-R04,ID8369-04-R05,ID8369-05-R03,ID8376-10-R04,ID8376-04-R05,ID9069-01-R05,ID9070-02-R01,ID9070-11-R04,ID9079-02-R01,ID9102-01-R05,ID9102-02-R05,ID9111-01-R05,ID9111-02-R04,ID9323-02-R05,ID9323-12-R04,ID9402-01-R05,ID9402-11-R03,ID9404-08-R03,ID9407-04-R02,ID9407-01-R05,ID9421-04-R02,ID9421-07-R02,ID9450-02-R05,ID9450-05-R04,ID9569-06-R03,ID9569-11-R01,ID9579-01-R04,ID9579-07-R05,ID9582-01-R03,ID9582-02-R02,ID9583-03-R01,ID9583-06-R04,ID9599-02-R02,ID9644-14-R02,ID9644-13-R02,IDCS77187-01-R05,IDCS77187-04-R04,ID9729-01-R05,ID9729-09-R05,ID9733-02-R04,ID9733-03-R03,ID9736-02-R05,ID9736-05-R04,ID9738-01-R02,ID9738-04-R02,ID9741-02-R03,ID9741-04-R05,ID9743-06-R03,ID9743-03-R05,ID9748-01-R03,ID9755-05-R05,ID9821-14-R04,ID9821-07-R02,ID9831-03-R04,ID9831-01-R01,ID9848-08-R02,ID9848-05-R04,ID9882-01-R03,ID9882-02-R04,ID9888-01-R01,ID9888-01-R04,ID9895-09-R04,ID9895-03-R05,ID9906-04-R02,ID9906-06-R04,ID9908-06-R05,ID9908-12-R05,IDCS77069-05-R03,IDCS77069-08-R03,ID9918-07-R03,ID9925-03-R03,ID9925-06-R02,flc_gene_model,targetsite2
2537,3174537,10,16,13,20,11,8,8,7,5,28,9,18,18,10,14,17,8,17,13,23,10,13,9,6,19,8,0,0,17,14,23,15,9,19,31,18,29,23,12,20,20,20,11,0,15,16,15,20,35,0,23,22,18,14,3,12,12,13,14,15,18,36,18,6,11,17,18,12,14,14,22,9,0,18,25,9,10,19,23,20,14,9,21,13,0,10,18,18,21,20,23,12,19,17,17,0,4,12,9,19,16,17,13,17,18,0,0,0,17,13,8,5,0.0,10.0
2538,3174538,11,16,13,20,11,8,8,7,5,28,8,18,18,10,14,17,8,17,13,23,10,13,9,6,19,8,0,0,17,14,23,15,9,19,31,18,29,23,13,20,20,20,11,0,15,16,15,20,34,0,23,22,18,14,3,14,12,13,14,15,18,36,18,6,11,17,18,12,14,14,22,9,0,18,25,9,10,19,24,20,13,10,21,13,0,10,18,18,21,20,23,12,19,17,17,0,4,12,8,19,16,17,13,17,18,0,0,0,17,15,8,5,0.0,10.0
2539,3174539,11,16,13,20,11,8,8,7,5,28,8,18,18,10,14,17,8,17,13,23,10,13,9,6,19,8,0,0,17,14,23,15,9,19,31,18,29,23,13,20,20,19,11,0,15,16,15,20,34,0,23,22,18,13,3,14,12,13,14,15,18,36,18,6,11,17,18,12,14,13,22,9,0,18,25,9,10,19,24,20,13,10,21,13,0,10,18,18,21,20,23,12,19,17,17,0,4,12,8,19,16,17,13,16,18,0,0,0,17,15,8,5,0.0,10.0
2540,3174540,11,16,13,20,11,8,8,7,5,27,8,18,18,10,14,17,8,17,13,23,10,13,9,6,19,8,0,0,17,14,23,15,9,19,31,18,29,23,13,20,20,19,11,0,15,16,15,20,33,0,23,22,18,13,3,14,12,13,14,15,18,36,18,6,11,17,18,12,14,13,22,9,0,18,25,9,10,19,24,20,13,10,21,13,0,10,18,18,21,20,23,12,19,17,17,0,4,12,8,19,16,17,13,16,18,0,0,0,17,15,8,5,0.0,10.0
2541,3174541,10,16,12,19,10,8,8,7,5,26,5,16,17,10,13,16,7,15,13,20,10,13,9,6,19,7,0,0,16,13,22,13,9,17,29,16,27,22,12,19,19,19,11,0,14,14,14,18,33,0,22,20,16,12,3,12,12,12,13,12,18,34,18,6,10,15,16,11,13,13,21,8,0,17,23,8,10,18,20,16,13,8,19,13,0,10,18,16,20,20,23,11,19,16,16,0,4,11,8,17,14,17,12,16,16,0,0,0,17,15,8,5,0.0,10.0
2542,3174542,13,16,12,19,11,8,8,7,6,26,6,16,18,11,14,20,6,15,14,20,11,16,10,8,19,7,0,0,16,13,25,13,10,17,31,16,28,22,13,21,20,21,11,0,17,14,14,18,36,0,21,20,16,13,4,12,12,13,13,12,19,34,18,6,11,16,16,12,14,18,21,9,0,20,24,8,11,19,21,18,15,10,20,16,0,11,18,17,20,21,24,13,19,17,17,0,4,11,8,17,16,18,12,17,17,0,0,0,18,16,9,5,0.0,10.0
2543,3174543,13,16,12,19,11,8,8,7,6,26,6,16,18,11,14,20,6,15,14,20,11,16,10,8,19,7,0,0,16,13,25,13,10,17,31,16,28,22,13,21,20,21,11,0,17,14,14,18,36,0,21,20,16,13,4,12,12,13,13,12,19,34,18,6,11,16,16,12,14,18,21,11,0,20,27,8,11,19,21,18,15,10,20,16,0,11,18,17,20,21,24,13,19,17,17,0,4,11,8,17,16,18,12,17,17,0,0,0,18,16,9,5,0.0,10.0
2544,3174544,13,17,14,20,13,8,8,7,6,26,6,16,19,12,14,20,6,15,15,20,11,16,11,8,20,8,0,0,16,14,26,15,10,19,31,16,28,21,14,21,20,22,12,0,17,15,14,21,38,0,22,21,16,15,5,13,13,15,13,12,20,33,18,6,11,17,16,13,15,20,22,11,0,24,28,9,12,19,21,18,15,11,21,17,0,11,20,17,21,21,24,13,19,19,18,0,5,11,9,18,16,18,12,18,17,0,0,0,19,18,9,5,0.0,10.0
2545,3174545,13,17,14,20,13,8,7,8,6,26,6,16,19,12,14,20,6,15,15,20,11,16,11,8,20,8,0,0,17,14,26,15,10,19,31,16,27,21,14,21,20,22,12,0,17,15,14,21,38,0,22,22,16,15,5,13,13,15,14,13,20,33,18,7,11,17,17,13,15,20,21,11,0,24,28,9,12,19,21,18,15,11,21,17,0,11,20,17,21,21,24,13,19,19,18,0,5,11,9,18,17,18,12,18,17,0,0,0,19,18,9,5,0.0,10.0
2546,3174546,14,18,13,20,14,8,7,8,6,27,6,16,19,12,15,20,6,16,15,20,12,16,12,8,20,8,0,0,17,14,26,15,10,19,31,16,28,21,14,21,20,23,12,0,18,15,14,21,40,0,22,22,16,15,5,13,14,16,15,13,21,34,17,7,11,17,17,14,15,20,23,11,0,24,28,9,13,20,21,18,15,11,23,17,0,11,20,17,21,21,24,13,22,20,18,0,5,11,9,18,17,18,13,18,16,0,0,0,19,20,9,6,0.0,10.0
2547,3174547,14,18,13,19,14,6,7,8,6,27,6,15,19,12,15,21,6,16,14,20,12,16,11,8,19,8,0,0,16,14,27,15,9,19,30,16,28,20,13,21,19,23,12,0,18,15,14,21,40,0,22,22,15,15,5,10,14,16,15,13,21,34,18,7,10,17,17,14,15,20,23,11,0,25,28,9,13,20,21,17,14,11,23,17,0,11,20,17,20,19,22,13,22,19,18,0,5,11,9,18,17,18,13,18,15,0,0,0,19,20,9,6,0.0,10.0
2548,3174548,14,18,13,19,14,6,7,8,6,27,6,15,19,12,16,21,6,16,14,20,12,16,11,8,19,8,0,0,16,14,27,15,9,19,30,16,28,20,13,21,19,23,12,0,19,15,15,21,40,0,23,22,16,15,5,10,14,16,15,13,21,34,18,7,10,17,17,15,15,20,23,11,0,25,28,9,13,20,21,17,15,11,23,17,0,11,20,17,20,19,22,14,22,19,18,0,5,12,9,18,17,18,13,18,15,0,0,0,19,20,9,7,0.0,10.0
2549,3174549,13,18,13,19,16,6,7,8,7,27,6,15,19,12,16,21,6,16,14,19,12,16,11,8,19,8,0,0,16,14,27,15,9,19,30,16,28,21,13,21,21,22,12,0,19,15,15,21,40,0,23,22,16,15,5,10,14,16,15,13,20,34,18,7,10,18,17,15,15,20,23,11,0,25,28,9,13,20,21,17,15,11,23,17,0,11,20,17,20,19,23,14,22,19,18,0,5,12,9,18,17,18,13,18,15,0,0,0,19,20,9,7,0.0,10.0
2550,3174550,13,18,12,19,16,6,7,8,7,27,6,15,19,12,16,21,6,16,14,19,12,16,11,8,19,8,0,0,17,14,27,15,9,18,30,16,28,20,13,21,20,22,12,0,19,15,14,21,37,0,23,22,16,15,5,10,14,16,15,13,20,34,18,7,10,18,18,15,15,20,23,11,0,24,28,9,12,20,21,16,15,11,23,17,0,11,20,17,20,18,23,14,22,19,18,0,5,12,9,18,17,17,13,18,14,0,0,0,19,20,8,7,0.0,10.0
2551,3174551,13,18,12,19,16,5,7,8,7,27,6,15,19,12,16,22,6,16,14,20,12,16,11,8,19,8,0,0,17,14,27,15,9,18,30,16,28,21,13,21,20,22,12,0,19,15,14,21,37,0,23,22,16,15,5,10,14,16,15,13,20,34,18,7,10,18,18,15,15,20,23,11,0,24,29,9,12,19,21,16,15,11,23,17,0,10,20,17,20,18,23,14,22,19,18,0,5,12,9,18,17,17,13,18,14,0,0,0,20,21,9,7,0.0,10.0
2552,3174552,13,18,12,19,16,5,7,8,7,27,6,15,19,12,16,22,6,16,13,20,12,16,11,8,19,8,0,0,17,13,27,15,9,18,30,16,28,21,13,21,20,22,12,0,19,15,14,21,37,0,23,22,16,15,5,10,14,16,15,13,20,34,18,7,10,18,18,15,15,20,23,11,0,24,29,9,12,19,21,16,15,11,23,17,0,10,20,17,20,18,23,14,22,19,18,0,5,12,9,18,17,17,13,18,14,0,0,0,20,21,9,7,0.0,10.0
2553,3174553,13,17,12,19,16,5,7,8,7,27,6,15,19,12,16,22,6,16,13,20,12,16,11,8,19,8,0,0,17,13,27,15,9,18,30,16,27,21,13,21,20,22,12,0,19,14,12,21,37,0,22,22,16,15,5,10,14,16,15,13,20,34,18,7,10,18,17,15,15,20,23,10,0,24,29,9,12,19,21,16,15,11,23,17,0,10,20,17,20,18,23,14,22,19,18,0,5,11,8,18,17,17,13,18,14,0,0,0,20,21,8,7,0.0,10.0
2554,3174554,13,18,12,19,16,5,7,9,6,27,6,15,20,12,16,22,6,17,13,20,12,16,11,8,19,8,0,0,18,13,27,15,9,21,32,17,27,21,14,21,22,22,12,0,19,14,12,21,37,0,22,24,16,15,5,10,14,16,17,13,19,33,17,7,10,18,17,15,15,20,25,10,0,24,29,9,13,19,22,18,18,13,24,17,0,10,20,17,23,18,24,14,22,19,19,0,5,11,8,18,17,17,15,18,14,0,0,0,22,21,8,8,0.0,10.0
2555,3174555,12,18,12,18,15,5,7,9,6,25,6,15,20,10,16,22,6,17,14,20,12,16,11,9,19,8,0,0,19,14,26,15,8,21,33,18,27,21,14,20,22,22,12,0,19,14,12,21,37,0,23,25,16,14,6,10,14,16,16,13,20,33,17,7,10,19,17,14,15,20,25,10,0,24,30,9,13,18,22,18,19,13,23,18,0,10,21,17,22,17,25,13,22,19,19,0,6,11,8,19,18,17,15,17,15,0,0,0,21,21,7,9,0.0,10.0
2556,3174556,12,18,12,18,15,5,7,9,6,25,6,15,20,10,17,22,6,17,14,20,12,16,11,9,19,8,0,0,19,14,26,15,8,21,33,18,27,21,14,20,22,22,12,0,19,15,12,21,37,0,23,26,17,14,6,10,14,16,16,13,20,34,17,7,10,19,17,14,15,20,25,9,0,24,30,9,14,18,23,18,19,13,23,18,0,10,21,17,22,17,26,13,22,20,19,0,6,11,8,19,18,17,15,18,15,0,0,0,21,21,7,9,0.0,10.0
2557,3174557,13,19,12,18,15,5,7,9,6,25,6,15,20,10,17,22,6,16,14,21,12,16,11,9,19,8,0,0,19,14,26,15,8,21,33,18,27,21,14,20,22,22,12,0,19,15,12,21,37,0,23,26,17,14,6,10,14,16,16,13,20,34,17,7,10,19,17,14,15,20,25,9,0,24,30,9,14,18,23,18,19,13,23,18,0,10,21,17,22,17,26,13,22,20,19,0,6,11,8,19,18,17,15,18,15,0,0,0,22,21,7,9,0.0,10.0
2558,3174558,13,18,12,18,15,5,7,9,6,25,6,14,19,10,17,21,6,16,14,21,12,16,11,9,18,8,0,0,19,14,26,15,8,22,33,19,25,21,13,20,22,22,12,0,20,16,13,22,37,0,23,26,17,14,6,10,14,16,16,13,20,34,17,7,10,18,17,14,15,20,25,9,0,23,30,9,14,17,23,17,19,13,24,18,0,10,21,17,22,17,26,13,21,20,19,0,6,11,8,19,16,16,15,18,16,0,0,0,22,21,7,9,0.0,10.0
2559,3174559,13,18,12,18,15,5,7,9,6,25,6,14,19,10,17,21,6,16,14,21,12,16,11,9,18,8,0,0,19,14,26,15,8,22,33,19,25,21,13,20,22,22,12,0,20,16,13,22,37,0,23,26,17,14,6,10,14,16,17,13,20,36,17,7,10,18,17,14,15,20,25,9,0,23,31,9,14,20,23,17,19,13,24,18,0,10,21,17,22,17,26,13,21,20,19,0,6,11,8,19,16,16,15,18,16,0,0,0,22,21,7,9,0.0,10.0
2560,3174560,13,18,12,18,15,5,7,8,6,25,7,14,19,10,17,21,6,16,14,21,12,16,11,9,18,8,0,0,19,14,26,15,8,22,33,19,25,21,13,20,22,22,12,0,20,16,13,22,37,0,22,26,17,14,6,10,14,16,17,12,20,36,17,7,10,18,17,14,15,20,25,9,0,23,31,9,14,20,23,17,19,13,24,18,0,10,21,17,22,17,26,13,20,20,19,0,6,11,8,19,16,16,15,18,16,0,0,0,22,21,7,9,0.0,10.0
2561,3174561,13,18,12,17,15,5,7,8,6,25,7,14,19,10,17,21,6,16,14,21,12,16,11,9,18,8,0,0,19,14,26,15,8,22,33,19,25,21,13,19,22,21,12,0,20,16,13,22,37,0,22,26,17,14,6,10,14,16,17,12,20,36,17,7,10,18,17,14,15,20,25,9,0,23,30,9,14,20,23,17,18,13,24,18,0,10,21,17,22,17,26,13,20,20,19,0,6,11,8,19,17,16,15,18,16,0,0,0,22,21,7,9,0.0,10.0
2562,3174562,13,18,13,17,15,6,7,8,6,25,7,14,19,10,17,21,6,16,14,21,12,16,11,9,18,8,0,0,19,14,26,15,8,26,33,19,25,21,13,19,22,21,12,0,20,16,13,22,37,0,22,26,16,14,6,10,14,16,17,12,20,36,17,7,10,18,17,14,15,20,24,9,0,23,30,9,14,20,23,17,18,13,24,18,0,10,21,17,22,17,26,13,20,20,19,0,6,11,8,19,17,16,15,18,17,0,0,0,22,20,7,9,0.0,10.0
2563,3174563,13,17,13,15,15,6,7,8,6,23,6,14,18,9,17,21,6,15,14,19,12,14,9,8,18,8,0,0,18,13,24,15,6,23,32,18,23,20,13,17,21,18,10,0,20,15,13,22,35,0,21,24,14,14,6,9,13,14,15,9,19,34,15,7,9,15,16,14,15,20,22,9,0,22,26,9,13,20,23,17,18,13,23,18,0,8,20,16,21,17,25,13,18,18,16,0,5,7,7,19,17,15,15,18,12,0,0,0,20,20,6,9,0.0,10.0
2564,3174564,13,17,13,15,15,6,7,10,7,23,7,14,18,9,17,21,6,15,14,19,12,14,9,10,18,8,0,0,18,13,24,15,8,23,32,18,23,21,13,17,21,18,10,0,20,15,14,24,35,0,21,24,14,14,6,9,13,14,15,9,19,34,15,7,11,15,16,14,15,20,22,9,0,22,26,9,13,21,23,17,19,13,24,18,0,8,20,16,23,17,25,13,18,18,16,0,5,7,7,19,17,15,15,18,13,0,0,0,20,21,6,10,0.0,10.0
2565,3174565,13,17,13,15,15,6,7,10,7,23,7,14,18,9,17,21,6,15,14,19,12,14,9,10,18,8,0,0,18,13,24,15,8,23,32,18,23,21,13,17,21,18,10,0,20,15,14,24,35,0,21,24,14,14,6,9,13,14,15,9,19,34,15,7,11,15,16,14,15,20,22,9,0,22,26,9,13,21,23,17,19,13,24,18,0,8,20,16,23,17,25,13,18,18,16,0,5,7,7,19,17,15,15,17,13,0,0,0,20,21,6,10,0.0,10.0
2566,3174566,13,17,12,15,15,6,7,10,7,23,7,14,18,9,17,21,6,15,14,19,12,14,9,10,18,8,0,0,18,13,24,15,8,23,32,18,23,21,14,17,21,18,10,0,20,15,14,24,35,0,21,24,14,14,6,9,13,14,15,9,19,34,15,7,11,15,16,14,15,20,22,9,0,22,26,9,13,21,23,17,19,13,24,18,0,8,20,16,23,17,25,13,18,18,16,0,5,7,7,19,17,15,15,17,13,0,0,0,20,21,6,10,0.0,10.0
2567,3174567,13,17,12,15,15,6,7,10,7,23,7,14,18,9,17,21,6,15,14,19,12,14,9,10,18,8,0,0,18,13,24,15,8,23,32,18,22,21,14,17,21,18,10,0,20,15,14,24,34,0,21,23,14,14,6,9,13,14,15,9,19,34,15,7,11,15,16,14,15,20,22,9,0,22,26,9,13,21,23,17,19,13,24,18,0,8,20,16,22,17,24,13,18,18,16,0,5,7,7,19,16,15,15,17,13,0,0,0,20,21,6,10,0.0,10.0
2568,3174568,13,17,13,15,15,6,7,10,7,24,7,14,18,9,17,21,6,15,14,19,12,14,9,10,18,7,0,0,18,15,25,15,8,23,32,18,21,21,14,17,21,18,10,0,20,15,14,25,34,0,21,23,14,14,6,9,13,14,15,9,19,36,15,7,11,15,16,14,15,20,22,9,0,22,26,9,13,21,22,17,19,14,24,18,0,8,19,18,24,17,24,13,18,18,16,0,5,7,7,19,16,16,15,17,13,0,0,0,20,21,6,9,0.0,10.0
2569,3174569,13,17,13,15,15,6,6,10,7,24,7,13,18,9,17,21,6,15,14,19,12,14,9,10,18,7,0,0,18,15,25,15,8,23,32,18,21,21,14,17,21,18,10,0,20,15,14,25,34,0,21,23,14,14,6,9,13,14,15,9,19,36,15,7,11,15,16,14,15,20,22,9,0,22,26,9,13,21,23,17,19,14,24,18,0,8,19,18,24,17,24,13,18,18,16,0,5,7,7,19,16,16,15,17,13,0,0,0,20,21,6,9,0.0,10.0
2570,3174570,13,17,13,15,15,6,6,10,7,29,8,13,18,9,17,21,6,15,14,19,12,14,9,10,18,7,0,0,20,15,25,15,8,25,33,18,21,21,16,18,21,18,10,0,20,15,15,25,34,0,21,24,16,14,6,9,13,14,15,9,19,37,15,7,11,15,16,14,15,20,22,9,0,22,26,9,13,21,23,17,20,14,25,18,0,8,19,19,24,17,24,13,18,18,16,0,5,7,7,21,16,16,15,17,13,0,0,0,20,21,6,9,0.0,10.0
2571,3174571,13,17,13,15,15,6,6,10,7,29,8,13,18,9,17,21,6,15,14,19,12,14,9,10,18,7,0,0,20,15,25,15,8,25,33,17,21,21,16,17,21,18,10,0,20,15,15,25,34,0,21,24,16,14,6,9,13,14,15,9,19,37,15,7,11,15,16,14,15,20,22,9,0,22,26,9,13,21,23,17,20,14,25,18,0,8,19,19,24,17,23,13,18,18,16,0,5,7,7,21,16,16,15,16,13,0,0,0,20,21,6,9,0.0,10.0
2572,3174572,14,17,13,15,15,6,6,10,7,29,8,13,18,9,17,21,6,15,14,18,12,14,9,10,18,7,0,0,20,14,25,15,8,25,33,17,21,21,17,17,21,18,10,0,20,15,16,25,36,0,21,26,17,14,6,9,13,14,15,9,19,37,15,7,11,15,16,14,15,20,22,9,0,22,26,9,13,24,24,17,20,16,26,18,0,8,19,19,24,17,23,13,18,17,16,0,5,7,7,21,16,16,15,18,15,0,0,0,20,21,6,9,0.0,10.0
2573,3174573,14,17,13,15,15,6,6,10,9,29,8,13,15,9,16,20,6,15,12,18,11,13,8,8,16,7,0,0,20,14,25,15,8,23,32,16,21,19,17,17,21,18,10,0,19,15,16,24,36,0,21,25,17,14,6,9,12,13,15,8,17,38,14,7,11,15,16,13,14,20,22,9,0,22,26,9,13,22,22,16,19,16,26,18,0,5,18,18,24,14,23,12,17,15,16,0,5,4,6,20,16,14,15,18,14,0,0,0,20,20,6,8,0.0,10.0
2574,3174574,14,17,14,16,15,6,6,10,9,29,8,13,15,9,16,20,6,15,12,18,11,13,8,8,16,7,0,0,20,14,25,15,8,23,32,16,21,19,17,17,21,18,10,0,19,15,16,24,36,0,22,25,17,14,6,9,12,13,15,8,17,38,14,7,11,15,16,13,14,20,22,9,0,22,26,9,13,22,22,16,19,16,26,18,0,5,18,18,24,14,23,12,17,15,16,0,5,4,6,20,16,14,15,18,14,0,0,0,20,20,6,8,0.0,10.0
2575,3174575,14,17,14,16,15,6,6,10,9,29,8,13,15,9,16,20,6,15,12,18,11,13,8,8,16,7,0,0,20,14,25,15,8,23,32,16,21,19,17,17,21,18,10,0,19,15,16,24,36,0,22,25,17,14,6,9,12,13,15,8,17,38,14,7,11,15,16,13,14,20,22,9,0,22,26,9,13,22,22,16,19,16,26,18,0,5,18,18,24,14,23,12,17,15,16,0,5,4,6,20,16,14,15,18,14,0,0,0,20,20,6,8,0.0,10.0
2576,3174576,15,17,15,16,15,6,6,10,9,29,8,13,15,9,16,20,6,15,12,18,11,13,8,8,16,7,0,0,20,14,25,15,8,23,32,16,21,19,17,17,22,18,10,0,19,15,16,24,36,0,24,25,17,14,6,9,12,13,15,8,17,38,14,7,11,15,16,13,14,20,22,9,0,22,26,9,13,22,22,16,19,16,26,18,0,5,18,18,24,14,23,12,17,15,16,0,5,4,6,20,16,14,16,18,14,0,0,0,20,20,6,8,0.0,10.0
2577,3174577,15,17,15,16,15,6,6,10,9,29,8,13,15,9,16,20,6,15,12,17,11,13,8,8,16,6,0,0,20,14,25,15,8,23,32,16,20,18,17,17,22,18,10,0,19,16,15,24,36,0,24,25,18,14,6,9,12,13,13,8,17,38,0,0,11,14,16,13,13,19,21,9,0,21,26,9,13,22,22,16,19,16,26,17,0,5,18,18,23,14,23,12,17,15,16,0,5,4,6,20,15,14,16,18,14,0,0,0,20,20,6,8,0.0,10.0
2578,3174578,15,17,15,16,15,6,6,10,9,30,8,13,15,9,16,20,6,15,12,17,11,13,8,8,16,6,0,0,21,14,25,15,8,23,32,16,20,18,17,18,22,18,10,0,19,16,15,24,36,0,24,25,18,14,6,9,12,13,13,8,17,39,14,7,11,14,16,13,13,19,21,9,0,21,26,9,13,22,22,16,19,16,26,17,0,5,18,19,24,14,23,12,17,15,16,0,5,4,6,20,15,14,16,18,14,0,0,0,20,20,6,8,0.0,10.0
2579,3174579,15,16,15,15,15,6,6,9,9,30,8,12,14,9,15,19,6,15,12,17,11,13,8,7,14,4,0,0,19,14,25,15,8,22,31,16,18,17,17,17,22,18,9,0,19,16,14,23,35,0,22,24,18,14,6,9,12,12,12,8,16,38,14,7,11,14,16,12,13,18,21,9,0,21,25,9,13,22,21,15,18,15,26,16,0,5,18,19,23,13,23,12,16,14,14,0,5,4,6,20,15,12,15,17,14,0,0,0,19,20,5,7,0.0,10.0
2580,3174580,15,16,15,15,15,6,6,9,9,30,8,12,14,9,15,19,6,15,12,17,11,13,8,7,14,4,0,0,19,14,25,15,8,23,31,16,18,17,17,20,23,18,9,0,19,16,15,24,35,0,22,25,18,14,6,9,12,12,12,8,16,38,14,7,11,14,16,12,13,18,21,9,0,21,25,9,13,22,21,16,18,15,26,16,0,5,18,20,24,13,23,12,16,14,14,0,5,4,6,20,15,12,15,17,14,0,0,0,19,20,5,7,0.0,10.0
2581,3174581,15,15,15,15,15,6,5,9,9,29,8,12,14,9,15,19,6,15,12,17,11,13,8,7,12,4,0,0,18,14,25,15,8,23,31,14,18,17,17,20,23,17,9,0,19,16,15,24,35,0,22,25,18,14,6,9,11,12,12,8,16,38,14,7,11,13,16,12,12,18,21,9,0,21,25,9,13,22,21,16,18,15,26,16,0,5,18,20,24,13,23,12,16,14,14,0,5,4,6,20,15,12,15,17,14,0,0,0,19,20,5,7,0.0,10.0
2582,3174582,15,15,15,17,15,5,5,10,9,27,8,12,14,9,15,19,6,15,12,17,12,13,8,7,12,4,0,0,19,14,25,15,8,24,31,14,20,17,18,20,25,17,9,0,19,16,15,24,34,0,22,25,19,14,6,9,12,12,12,8,16,38,14,7,11,13,16,12,12,18,21,9,0,21,24,9,13,22,21,16,18,15,27,16,0,5,18,20,26,13,23,12,16,14,13,0,5,4,6,20,15,11,15,17,14,0,0,0,19,21,5,7,0.0,10.0
2583,3174583,15,15,15,17,15,5,5,10,9,27,8,12,14,9,15,19,6,15,11,17,12,13,8,7,12,4,0,0,19,13,25,15,8,24,31,14,20,17,18,20,25,17,9,0,19,16,15,24,34,0,22,25,19,14,6,9,12,12,12,8,16,38,14,7,11,13,16,12,12,18,21,9,0,21,24,8,13,22,21,16,18,15,27,16,0,5,18,20,25,13,23,12,16,14,13,0,5,4,6,20,15,11,15,17,14,0,0,0,19,21,4,7,0.0,10.0
2584,3174584,15,15,15,18,15,5,5,10,9,29,8,12,14,9,15,19,6,15,11,17,12,13,8,7,12,4,0,0,19,13,25,15,8,24,31,14,20,17,18,20,25,17,9,0,19,16,15,24,35,0,22,25,19,14,6,9,12,12,12,8,16,38,14,7,11,13,16,12,12,18,21,9,0,21,24,8,13,22,21,17,18,15,27,16,0,5,18,20,25,13,23,12,16,14,13,0,5,4,6,20,15,11,16,17,14,0,0,0,19,21,4,7,0.0,10.0
2585,3174585,15,15,15,18,15,5,5,10,9,29,8,12,14,9,15,19,6,15,11,17,12,13,8,7,12,4,0,0,19,13,25,15,8,24,31,14,20,18,18,20,25,17,9,0,19,16,15,24,35,0,22,25,19,15,6,9,12,12,12,8,16,38,14,7,11,13,16,12,12,18,21,9,0,21,24,8,13,22,21,17,18,15,27,16,0,5,18,21,25,13,23,12,16,14,13,0,5,4,6,20,15,11,15,17,14,0,0,0,18,21,4,7,0.0,10.0
2586,3174586,15,15,15,18,15,5,5,10,8,29,8,12,14,9,15,19,6,15,11,17,11,13,8,7,12,4,0,0,19,13,25,15,8,24,31,14,20,19,18,20,25,17,9,0,19,16,15,24,35,0,22,25,19,15,6,9,12,12,12,8,16,38,14,7,11,13,16,12,12,18,21,9,0,21,24,8,13,24,22,17,18,16,28,16,0,5,18,21,25,13,23,12,16,14,13,0,5,4,6,20,15,11,15,17,14,0,0,0,18,21,4,8,0.0,10.0
2587,3174587,15,15,15,18,15,5,5,10,8,29,8,12,14,9,15,19,6,15,11,17,11,13,8,7,12,4,0,0,19,13,25,15,10,24,31,14,20,19,18,20,25,17,9,0,19,15,15,24,35,0,22,25,20,15,6,9,12,12,12,8,16,38,16,7,11,13,16,12,12,18,21,9,0,21,24,8,13,24,22,18,20,16,28,16,0,5,18,21,25,13,23,12,16,14,13,0,5,4,6,20,15,11,15,17,14,0,0,0,18,21,4,8,0.0,10.0
2588,3174588,14,17,16,18,15,5,5,10,8,29,8,12,14,9,15,19,6,15,11,17,11,13,8,7,12,4,0,0,19,13,25,15,10,24,31,14,20,19,18,20,25,17,9,0,19,15,15,24,35,0,22,25,20,16,6,9,12,12,11,8,16,38,16,7,11,13,16,12,12,17,21,9,0,21,24,8,13,24,22,18,20,16,28,16,0,5,18,21,25,13,23,12,15,14,13,0,5,4,6,20,16,11,15,17,14,0,0,0,18,21,4,8,0.0,10.0
2589,3174589,14,17,16,18,15,5,5,10,8,29,8,12,14,9,15,19,6,15,11,17,11,12,8,7,12,4,0,0,19,13,25,15,10,24,31,15,20,19,18,20,25,17,9,0,19,15,15,24,35,0,21,25,20,16,6,9,12,12,11,8,16,38,16,7,11,13,16,12,12,17,21,9,0,20,24,8,13,24,22,17,20,16,28,16,0,5,18,21,25,13,23,12,15,14,13,0,5,4,6,20,16,11,15,17,14,0,0,0,18,21,4,8,0.0,10.0
