"V1","V2"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1125"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1142"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1201"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1213"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1260"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1295"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1334"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1379"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1383"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1393"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1422"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1427"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1433"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1474"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1542"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1548"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_1971"
"Brotman_Wu_MolPlant_2018_PID_28866081","NC_2426"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0435"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0441"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0446"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0448"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0451"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0454"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0455"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0490"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0499"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0500"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0506"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0512"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0526"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0544"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0546"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0552"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0558"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0570"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0601"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0615"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0626"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0631"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0633"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0635"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0638"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0642"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0658"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0673"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0684"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0688"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0709"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0712"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0785"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0846"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0858"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0866"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_0932"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1145"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1181"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1237"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1246"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1248"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1265"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1274"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1322"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1401"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1410"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1435"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1465"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1490"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1491"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1493"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1528"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1533"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1732"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1734"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1755"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1782"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1857"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1976"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_1998"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_2045"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_2372"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_2395"
"Brotman_Wu_MolPlant_2018_PID_28866081","PC_2413"
"Brotman_Wu_PlosGen_2016_PID_27760136","met01"
"Brotman_Wu_PlosGen_2016_PID_27760136","met02"
"Brotman_Wu_PlosGen_2016_PID_27760136","met03"
"Brotman_Wu_PlosGen_2016_PID_27760136","met04"
"Brotman_Wu_PlosGen_2016_PID_27760136","met05"
"Brotman_Wu_PlosGen_2016_PID_27760136","met06"
"Brotman_Wu_PlosGen_2016_PID_27760136","met07"
"Brotman_Wu_PlosGen_2016_PID_27760136","met08"
"Brotman_Wu_PlosGen_2016_PID_27760136","met09"
"Brotman_Wu_PlosGen_2016_PID_27760136","met10"
"Brotman_Wu_PlosGen_2016_PID_27760136","met11"
"Brotman_Wu_PlosGen_2016_PID_27760136","met12"
"Brotman_Wu_PlosGen_2016_PID_27760136","met13"
"Brotman_Wu_PlosGen_2016_PID_27760136","met14"
"Brotman_Wu_PlosGen_2016_PID_27760136","met15"
"Brotman_Wu_PlosGen_2016_PID_27760136","met16"
"Brotman_Wu_PlosGen_2016_PID_27760136","met17"
"Brotman_Wu_PlosGen_2016_PID_27760136","met18"
"Brotman_Wu_PlosGen_2016_PID_27760136","met19"
"Brotman_Wu_PlosGen_2016_PID_27760136","met20"
"Brotman_Wu_PlosGen_2016_PID_27760136","met21"
"Brotman_Wu_PlosGen_2016_PID_27760136","met22"
"Brotman_Wu_PlosGen_2016_PID_27760136","met23"
"Brotman_Wu_PlosGen_2016_PID_27760136","met24"
"Brotman_Wu_PlosGen_2016_PID_27760136","met25"
"Brotman_Wu_PlosGen_2016_PID_27760136","met26"
"Brotman_Wu_PlosGen_2016_PID_27760136","met27"
"Brotman_Wu_PlosGen_2016_PID_27760136","met28"
"Brotman_Wu_PlosGen_2016_PID_27760136","met29"
"Brotman_Wu_PlosGen_2016_PID_27760136","met30"
"Brotman_Wu_PlosGen_2016_PID_27760136","met31"
"Brotman_Wu_PlosGen_2016_PID_27760136","met32"
"Brotman_Wu_PlosGen_2016_PID_27760136","met33"
"Brotman_Wu_PlosGen_2016_PID_27760136","met34"
"Brotman_Wu_PlosGen_2016_PID_27760136","met35"
"Brotman_Wu_PlosGen_2016_PID_27760136","met36"
"Brotman_Wu_PlosGen_2016_PID_27760136","met37"
"Brotman_Wu_PlosGen_2016_PID_27760136","met38"
"Brotman_Wu_PlosGen_2016_PID_27760136","met39"
"Brotman_Wu_PlosGen_2016_PID_27760136","met40"
"Brotman_Wu_PlosGen_2016_PID_27760136","met41"
"Brotman_Wu_PlosGen_2016_PID_27760136","met42"
"Brotman_Wu_PlosGen_2016_PID_27760136","met43"
"Brotman_Wu_PlosGen_2016_PID_27760136","met44"
"Brotman_Wu_PlosGen_2016_PID_27760136","met45"
"Brotman_Wu_PlosGen_2016_PID_27760136","met46"
"Brotman_Wu_PlosGen_2016_PID_27760136","met47"
"Brotman_Wu_PlosGen_2016_PID_27760136","met48"
"Brotman_Wu_PlosGen_2016_PID_27760136","met49"
"Brotman_Wu_PlosGen_2016_PID_27760136","met50"
"Brotman_Wu_PlosGen_2016_PID_27760136","met51"
"Brotman_Wu_PlosGen_2016_PID_27760136","met52"
"Brotman_Wu_PlosGen_2016_PID_27760136","met53"
"Brotman_Wu_PlosGen_2016_PID_27760136","met54"
"Brotman_Wu_PlosGen_2016_PID_27760136","met55"
"Brotman_Wu_PlosGen_2016_PID_27760136","met56"
"Brotman_Wu_PlosGen_2016_PID_27760136","met57"
"Brotman_Wu_PlosGen_2016_PID_27760136","met58"
"Brotman_Wu_PlosGen_2016_PID_27760136","met59"
"Brotman_Wu_PlosGen_2016_PID_27760136","met60"
"Brotman_Wu_PlosGen_2016_PID_27760136","met61"
"Brotman_Wu_PlosGen_2016_PID_27760136","met62"
"Brotman_Wu_PlosGen_2016_PID_27760136","met63"
"Brotman_Wu_PlosGen_2016_PID_27760136","met64"
"Brotman_Wu_PlosGen_2016_PID_27760136","met65"
"Brotman_Wu_PlosGen_2016_PID_27760136","met66"
"Brotman_Wu_PlosGen_2016_PID_27760136","met67"
"Brotman_Wu_PlosGen_2016_PID_27760136","met68"
"Brotman_Wu_PlosGen_2016_PID_27760136","met69"
"Brotman_Wu_PlosGen_2016_PID_27760136","met70"
"Brotman_Wu_PlosGen_2016_PID_27760136","met71"
"Brotman_Wu_PlosGen_2016_PID_27760136","met72"
"Brotman_Wu_PlosGen_2016_PID_27760136","met73"
"Brotman_Wu_PlosGen_2016_PID_27760136","met74"
"Brotman_Wu_PlosGen_2016_PID_27760136","met75"
"Brotman_Wu_PlosGen_2016_PID_27760136","met76"
"Brotman_Wu_PlosGen_2016_PID_27760136","met77"
"Brotman_Wu_PlosGen_2016_PID_27760136","met78"
"Brotman_Wu_PlosGen_2016_PID_27760136","met79"
"Brotman_Wu_PlosGen_2016_PID_27760136","met80"
"Brotman_Wu_PlosGen_2016_PID_27760136","met81"
"Brotman_Wu_PlosGen_2016_PID_27760136","met82"
"Brotman_Wu_PlosGen_2016_PID_27760136","met83"
"Brotman_Wu_PlosGen_2016_PID_27760136","met84"
"Brotman_Wu_PlosGen_2016_PID_27760136","met85"
"Brotman_Wu_PlosGen_2016_PID_27760136","met86"
"Brotman_Wu_PlosGen_2016_PID_27760136","met87"
"Brotman_Wu_PlosGen_2016_PID_27760136","met88"
"Brotman_Wu_PlosGen_2016_PID_27760136","met89"
"Brotman_Wu_PlosGen_2016_PID_27760136","met90"
"Brotman_Wu_PlosGen_2016_PID_27760136","met91"
"Brotman_Wu_PlosGen_2016_PID_27760136","met92"
"Brotman_Wu_PlosGen_2016_PID_27760136","met93"
"Brotman_Wu_PlosGen_2016_PID_27760136","met94"
"Busch_Meijn_NatGen_2014_PID_24212884","142_Mature_cell_length"
"Busch_Meijn_NatGen_2014_PID_24212884","143_Meristem_zone_length"
"Busch_Ristova_PlantJ_2018_PID_30030851","LR.no_ABA"
"Busch_Ristova_PlantJ_2018_PID_30030851","LR.no_C"
"Busch_Ristova_PlantJ_2018_PID_30030851","LR.no_CK"
"Busch_Ristova_PlantJ_2018_PID_30030851","LR.no_IAA"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRD_P_ABA"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRD_P_C"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRD_P_CK"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRD_P_IAA"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRD_R_ABA"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRD_R_C"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRD_R_CK"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRD_R_IAA"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRL_ABA"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRL_C"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRL_CK"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRL_IAA"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRR_ABA"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRR_C"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRR_CK"
"Busch_Ristova_PlantJ_2018_PID_30030851","LRR_IAA"
"Busch_Ristova_PlantJ_2018_PID_30030851","P_ABA"
"Busch_Ristova_PlantJ_2018_PID_30030851","P_C"
"Busch_Ristova_PlantJ_2018_PID_30030851","P_CK"
"Busch_Ristova_PlantJ_2018_PID_30030851","P_IAA"
"Busch_Ristova_PlantJ_2018_PID_30030851","P2_ABA"
"Busch_Ristova_PlantJ_2018_PID_30030851","P2_C"
"Busch_Ristova_PlantJ_2018_PID_30030851","P2_CK"
"Busch_Ristova_PlantJ_2018_PID_30030851","P2_IAA"
"Busch_Ristova_PlantJ_2018_PID_30030851","R_ABA"
"Busch_Ristova_PlantJ_2018_PID_30030851","R_C"
"Busch_Ristova_PlantJ_2018_PID_30030851","R_CK"
"Busch_Ristova_PlantJ_2018_PID_30030851","R_IAA"
"Busch_Ristova_PlantJ_2018_PID_30030851","TLRL_ABA"
"Busch_Ristova_PlantJ_2018_PID_30030851","TLRL_C"
"Busch_Ristova_PlantJ_2018_PID_30030851","TLRL_CK"
"Busch_Ristova_PlantJ_2018_PID_30030851","TLRL_IAA"
"Busch_Ristova_PlantJ_2018_PID_30030851","TRL_ABA"
"Busch_Ristova_PlantJ_2018_PID_30030851","TRL_C"
"Busch_Ristova_PlantJ_2018_PID_30030851","TRL_CK"
"Busch_Ristova_PlantJ_2018_PID_30030851","TRL_IAA"
"Busch_Satbhai_NatCommun_2017_PID_28537266","289_Root_length_Day_1"
"Busch_Satbhai_NatCommun_2017_PID_28537266","290_Root_length_Day_2"
"Busch_Satbhai_NatCommun_2017_PID_28537266","291_Root_length_Day_3"
"Busch_Satbhai_NatCommun_2017_PID_28537266","292_Root_length_Day_4"
"Busch_Satbhai_NatCommun_2017_PID_28537266","293_Root_length_Day_5"
"Busch_Slovak_PlantCell_2014_PID_24920330","Average_root_width_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Average_root_width_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Average_root_width_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Average_root_width_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Average_root_width_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Average_root_width_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Euclidian_length_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Euclidian_length_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Euclidian_length_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Euclidian_length_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Euclidian_length_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Relative_root_growth_rate_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Relative_root_growth_rate_day001.day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Relative_root_growth_rate_day002.day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Relative_root_growth_rate_day003.day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Relative_root_growth_rate_day004.day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_angle_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_angle_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_angle_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_angle_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_angle_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_angle_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_directional_equivalent_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_directional_equivalent_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_directional_equivalent_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_directional_equivalent_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_directional_equivalent_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_directional_equivalent_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_growth_rate_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_growth_rate_day001.day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_growth_rate_day002.day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_growth_rate_day003.day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_growth_rate_day004.day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_horizontal_index_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_horizontal_index_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_horizontal_index_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_horizontal_index_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_horizontal_index_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_horizontal_index_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_linearity_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_linearity_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_linearity_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_linearity_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_linearity_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_linearity_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_tortuosity_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_tortuosity_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_tortuosity_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_tortuosity_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_tortuosity_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_tortuosity_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_vertical_index_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_vertical_index_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_vertical_index_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_vertical_index_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_vertical_index_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_vertical_index_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_100_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_100_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_100_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_100_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_100_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_100_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_20_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_20_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_20_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_20_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_20_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_20_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_40_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_40_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_40_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_40_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_40_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_40_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_60_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_60_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_60_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_60_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_60_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_60_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_80_avg"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_80_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_80_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_80_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_80_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Root_width_80_day005"
"Busch_Slovak_PlantCell_2014_PID_24920330","Total_length_day001"
"Busch_Slovak_PlantCell_2014_PID_24920330","Total_length_day002"
"Busch_Slovak_PlantCell_2014_PID_24920330","Total_length_day003"
"Busch_Slovak_PlantCell_2014_PID_24920330","Total_length_day004"
"Busch_Slovak_PlantCell_2014_PID_24920330","Total_length_day005"
"Carlborg_Forsberg_PlosGen_2015_PID_26599497","286_Mo98"
"Chao_Chen_FronPlaSci_2018_PID_29545819","282_Zn66"
"Chapple_Li_Genetics_2014_PID_25173843","Xyloside_percentage"
"Coruzzi_Rosas_PNAS_2013_PID_23980140","PC1"
"Coruzzi_Rosas_PNAS_2013_PID_23980140","PC2"
"Coupland_de_PNAS_2015_PID_25548158","LD12_peak"
"Coupland_de_PNAS_2015_PID_25548158","LD12_period"
"Coupland_de_PNAS_2015_PID_25548158","LD14_peak"
"Coupland_de_PNAS_2015_PID_25548158","LD14_period"
"Coupland_de_PNAS_2015_PID_25548158","LD16_peak"
"Coupland_de_PNAS_2015_PID_25548158","LD16_period"
"Coupland_de_PNAS_2015_PID_25548158","SD10_peak"
"Coupland_de_PNAS_2015_PID_25548158","SD10_period"
"Coupland_de_PNAS_2015_PID_25548158","SD8_peak"
"Coupland_de_PNAS_2015_PID_25548158","SD8_period"
"Decroocq_Pagny_NewPyhtol_2012_PID_22943366","Agro_PPV_infection"
"Decroocq_Poque_BMCPlaBio_2015_PID_26109391","Mechnical_PPV_infection_Hampes_Rosettes"
"Dellapenna_Angelovici_PlantCell_2013_PID_24368787","ile_ileleuval"
"Dellapenna_Angelovici_PlantCell_2013_PID_24368787","ile_t"
"Dellapenna_Angelovici_PlantCell_2013_PID_24368787","ile"
"Dellapenna_Angelovici_PlantCell_2013_PID_24368787","leu_ileleuval"
"Dellapenna_Angelovici_PlantCell_2013_PID_24368787","leu_t"
"Dellapenna_Angelovici_PlantCell_2013_PID_24368787","leu"
"Dellapenna_Angelovici_PlantCell_2013_PID_24368787","val_ileleuval"
"Dellapenna_Angelovici_PlantCell_2013_PID_24368787","val_t"
"Dellapenna_Angelovici_PlantCell_2013_PID_24368787","val"
"Dellapenna_Gonzalez-Jorge_PlantCell_2013_PID_24368792","beta_carotene"
"Deng_Ren_NewPyhtol_2018_PID_30556142","Seed_size"
"Dicke_Davila_MolEcol_2017_PID_28295823","Aphid_reproduction"
"Dicke_Davila_MolEcol_2017_PID_28295823","Thrips"
"Dicke_Davila_NewPyhtol_2017_PID_27604707","Botrytis_and_Pieris"
"Dicke_Davila_NewPyhtol_2017_PID_27604707","Drought_and_Pieris"
"Dicke_Davila_NewPyhtol_2017_PID_27604707","Drought"
"Dicke_Davila_NewPyhtol_2017_PID_27604707","P_rapae"
"Dicke_Davila_NewPyhtol_2017_PID_27604707","P_xyllostella"
"Exposito-Alonso_Nature_2019_PID_31462776","FT_mhi"
"Exposito-Alonso_Nature_2019_PID_31462776","FT_mhp"
"Exposito-Alonso_Nature_2019_PID_31462776","FT_mli"
"Exposito-Alonso_Nature_2019_PID_31462776","FT_mlp"
"Exposito-Alonso_Nature_2019_PID_31462776","FT_thi"
"Exposito-Alonso_Nature_2019_PID_31462776","FT_thp"
"Exposito-Alonso_Nature_2019_PID_31462776","FT_tli"
"Exposito-Alonso_Nature_2019_PID_31462776","FT_tlp"
"Exposito-Alonso_Nature_2019_PID_31462776","rFitness_mhi"
"Exposito-Alonso_Nature_2019_PID_31462776","rFitness_mhp"
"Exposito-Alonso_Nature_2019_PID_31462776","rFitness_mli"
"Exposito-Alonso_Nature_2019_PID_31462776","rFitness_mlp"
"Exposito-Alonso_Nature_2019_PID_31462776","rFitness_thi"
"Exposito-Alonso_Nature_2019_PID_31462776","rFitness_thp"
"Exposito-Alonso_Nature_2019_PID_31462776","rFitness_tli"
"Exposito-Alonso_Nature_2019_PID_31462776","rFitness_tlp"
"Exposito-Alonso_Nature_2019_PID_31462776","rSeeds_mhi"
"Exposito-Alonso_Nature_2019_PID_31462776","rSeeds_mhp"
"Exposito-Alonso_Nature_2019_PID_31462776","rSeeds_mli"
"Exposito-Alonso_Nature_2019_PID_31462776","rSeeds_mlp"
"Exposito-Alonso_Nature_2019_PID_31462776","rSeeds_thi"
"Exposito-Alonso_Nature_2019_PID_31462776","rSeeds_thp"
"Exposito-Alonso_Nature_2019_PID_31462776","rSeeds_tli"
"Exposito-Alonso_Nature_2019_PID_31462776","rSeeds_tlp"
"Exposito-Alonso_Nature_2019_PID_31462776","rSurvival_fruit_mhi"
"Exposito-Alonso_Nature_2019_PID_31462776","rSurvival_fruit_mhp"
"Exposito-Alonso_Nature_2019_PID_31462776","rSurvival_fruit_mli"
"Exposito-Alonso_Nature_2019_PID_31462776","rSurvival_fruit_mlp"
"Exposito-Alonso_Nature_2019_PID_31462776","rSurvival_fruit_thi"
"Exposito-Alonso_Nature_2019_PID_31462776","rSurvival_fruit_thp"
"Exposito-Alonso_Nature_2019_PID_31462776","rSurvival_fruit_tli"
"Exposito-Alonso_Nature_2019_PID_31462776","rSurvival_fruit_tlp"
"Fernie_Tohge_SciData_2018_PID_29611844","Flavonol.glycoside01"
"Fernie_Tohge_SciData_2018_PID_29611844","Flavonol.glycoside02"
"Fernie_Tohge_SciData_2018_PID_29611844","GLS.1"
"Fernie_Tohge_SciData_2018_PID_29611844","GLS.2"
"Fernie_Tohge_SciData_2018_PID_29611844","I3M"
"Fernie_Tohge_SciData_2018_PID_29611844","Is3A7R"
"Fernie_Tohge_SciData_2018_PID_29611844","Is3G"
"Fernie_Tohge_SciData_2018_PID_29611844","Is3G7R"
"Fernie_Tohge_SciData_2018_PID_29611844","Is3R7R"
"Fernie_Tohge_SciData_2018_PID_29611844","K3A7R"
"Fernie_Tohge_SciData_2018_PID_29611844","K3G"
"Fernie_Tohge_SciData_2018_PID_29611844","K3G7G"
"Fernie_Tohge_SciData_2018_PID_29611844","K3G7R"
"Fernie_Tohge_SciData_2018_PID_29611844","K3GG7R"
"Fernie_Tohge_SciData_2018_PID_29611844","K3GH"
"Fernie_Tohge_SciData_2018_PID_29611844","K3GR7R"
"Fernie_Tohge_SciData_2018_PID_29611844","K3R"
"Fernie_Tohge_SciData_2018_PID_29611844","K3R7R"
"Fernie_Tohge_SciData_2018_PID_29611844","Polyamine01"
"Fernie_Tohge_SciData_2018_PID_29611844","Polyamine02"
"Fernie_Tohge_SciData_2018_PID_29611844","Polyamine03"
"Fernie_Tohge_SciData_2018_PID_29611844","Polyamine04"
"Fernie_Tohge_SciData_2018_PID_29611844","Polyamine05"
"Fernie_Tohge_SciData_2018_PID_29611844","Polyamine06"
"Fernie_Tohge_SciData_2018_PID_29611844","Polyamine07"
"Fernie_Tohge_SciData_2018_PID_29611844","putative.HDX"
"Fernie_Tohge_SciData_2018_PID_29611844","Q3A7R"
